name,high_school,position,ht_wt,national_rank,position_rank,state_rank,recruit_score,college,year
Lakeith Blanks," Scotland Christian Academy (Laurinburg, NC)  ", SF , 6-6 / 180 ,106,21,7,0.9010,texas-am,2003
Acie Law IV," Kimball (Dallas, TX)  ", PG , 6-3 / 170 ,216,40,20,0.8444,texas-am,2003
Marlon Pompey," The Winchendon School (Winchendon, MA)  ", PF , 6-8 / 210 ,217,51,13,0.8444,texas-am,2003
Justin Loewe," Caldwell (Caldwell, TX)  ", SG , 6-4 / 195 ,500,121,46,0.7667,texas-am,2003
Dan Cage," Bishop Chatard (Indianapolis, IN)  ", SF , 6-5 / 205 ,226,51,4,0.8444,vanderbilt,2003
Alex Adediran," Seward County C.C. (Liberal, KS)  ", PF , 6-8 / 200 ,96,33,23,0.8111,binghamton,2003
Darel Lucas," Redlands (Redlands, CA)  ", PG , 6-1 / 175 ,480,94,41,0.7667,binghamton,2003
Troy Hailey," Montrose Christian School (Rockville, MD)  ", PG , 6-1 / 175 ,624,119,24,0.7667,binghamton,2003
Robert Todd," Binghamton (Binghamton, NY)  ", SF , 6-6 / 210 ,719,136,35,0.7667,binghamton,2003
Chris Bruff," Northwest Catholic (West Hartford, CT)  ", SG , 6-3 / 195 ,329,76,4,0.8111,hartford,2003
Antonio Chatman," New Hampton School (New Hampton, NH)  ", PG , 5-11 / 170 ,549,106,7,0.7667,hartford,2003
Damione Liddell," Kansas City C.C. (Kansas City, KS)  ", PF , 6-6 / 210 ,69,25,17,0.8111,new-hampshire,2003
Alray Taylor," Bridgton Academy (Bridgton, ME)  ", SG , 6-3 / 205 ,425,93,8,0.7667,new-hampshire,2003
Blagoj Janev," Australian Institute of Sport (Canberra, SW)  ", PF , 6-8 / 220 ,605,160,1,0.7667,new-hampshire,2003
Craig Walls," Kansas City C.C. (Kansas City, KS)  ", SF , 6-7 / 205 ,135,22,29,0.7667,new-hampshire,2003
Mitchell Beauford," Christ The King Regional (Middle Village, NY)  ", PG , 5-11 / 185 ,203,37,17,0.8556,stony-brook,2003
Gordon Hurley," East Brunswick (East Brunswick, NJ)  ", PF , 6-8 / 240 ,632,168,32,0.7667,stony-brook,2003
Mike Popoko," McDonogh School (Owings Mills, MD)  ", SF , 6-6 / 180 ,780,149,29,0.7667,stony-brook,2003
Kyle Cieplicki," Rice Memorial (South Burlington, VT)  ", SG , 6-4 / 195 ,490,116,1,0.7667,vermont,2003
Robert Whaley," Barton C.C. (Great Bend, KS)  ", PF , 6-10 / 250 ,1,1,1,0.9333,cincinnati,2003
Nick Williams," Arlington (Arlington, TX)  ", SG , 6-4 / 185 ,136,23,10,0.8778,cincinnati,2003
Mike Pilgrim," Brewster Academy (Wolfeboro, NH)  ", PF , 6-7 / 210 ,213,49,2,0.8444,cincinnati,2003
Asrangue Souleyman," Scotland County (Laurinburg, NC)  ", PF , 6-9 / 200 ,781,209,31,0.7667,cincinnati,2003
Charlie Villanueva," Blair Academy (Blairstown, NJ)  ", PF , 6-9 / 215 ,7,2,2,0.9980,uconn,2003
Josh Boone," West Nottingham Academy (Colora, MD)  ", PF , 6-8 / 205 ,56,12,2,0.9765,uconn,2003
Marcus Williams," Oak Hill Academy (Mouth Of Wilson, VA)  ", PG , 6-2 / 185 ,57,10,2,0.9759,uconn,2003
Ryan Thompson," Western Nebraska C.C. (Scottsbluff, NE)  ", SF , 6-6 / 210 ,18,4,1,0.8556,uconn,2003
Mike Cook," New Hampton School (New Hampton, NH)  ", SG , 6-3 / 210 ,228,51,3,0.8444,east-carolina,2003
Japhet McNeil," Christ The King Regional (Middle Village, NY)  ", PG , 5-11 / 165 ,260,48,19,0.8444,east-carolina,2003
Keith Foster," Reynolds (Winston Salem, NC)  ", PF , 6-9 / 225 ,383,94,15,0.8000,east-carolina,2003
Franklin Robinson," Maine Central Institute (Pittsfield, ME)  ", SG , 6-3 / 205 ,762,189,15,0.7667,east-carolina,2003
Lanny Smith," Hightower (Missouri City, TX)  ", PG , 6-3 / 165 ,82,14,8,0.9641,houston,2003
Elijah Miller," Heritage Christian Academy (Rockwall, TX)  ", C , 6-10 / 200 ,283,37,24,0.8111,houston,2003
Andrew Francis," Alief Elsik (Houston, TX)  ", SG , 6-7 / 185 ,288,64,25,0.8111,houston,2003
Parker Pinkalla," Strake Jesuit (Houston, TX)  ", SG , 6-4 / 185 ,299,66,26,0.8111,houston,2003
Darrius Brannon," Memorial (Port Arthur, TX)  ", PF , 6-8 / 185 ,385,95,37,0.8000,houston,2003
Sean Banks," Bergen Catholic (Oradell, NJ)  ", SF , 6-8 / 200 ,29,9,4,0.9888,memphis,2003
Alex Carmona," The Winchendon School (Winchendon, MA)  ", SF , 6-5 / 210 ,157,37,9,0.8556,memphis,2003
Ivan Lopez," Ryan Academy Of Norfolk (Norfolk, VA)  ", PF , 6-9 / 245 ,389,98,21,0.8000,memphis,2003
Keena Young," Ozen (Beaumont, TX)  ", PF , 6-7 / 185 ,816,216,75,0.7667,memphis,2003
Kendrick Perkins," Ozen (Beaumont, TX)  ", C , 6-9 / 250 ,6,2,2,0.9980,memphis,2003
Chris Reay," Plano West (Plano, TX)  ", C , 6-9 / 245 ,148,25,11,0.8556,smu,2003
Demetric Bennett," Monroe (Albany, GA)  ", PG , 6-4 / 190 ,398,80,13,0.8000,smu,2003
Devon Pearson," Northwestern (Miami, FL)  ", PF , 6-6 / 221 ,785,210,31,0.7667,smu,2003
Konimba Diarra," Our Savior New American School (Centereach, NY)  ", C , 6-10 / 230 ,87,16,6,0.9612,south-florida,2003
Bradley Mosley," Daytona State College (Daytona Beach, FL)  ", SG , 6-1 / 180 ,40,11,4,0.8556,south-florida,2003
James Holmes," Schoolcraft (Schoolcraft, MI)  ", SG , 6-2 / 190 ,205,48,10,0.8556,south-florida,2003
Wayne Marshall," Martin Luther King (Philadelphia, PA)  ", C , 6-10 / 230 ,103,20,2,0.9259,temple,2003
Dion Dacons," Oak Hill Academy (Mouth Of Wilson, VA)  ", SF , 6-6 / 195 ,133,29,6,0.8876,temple,2003
Mario Taybron," Blue Ridge School (Dyke, VA)  ", PG , 6-2 / 185 ,229,43,13,0.8444,temple,2003
Tyreek Byard," Franklin Lc (Philadelphia, PA)  ", SG , 6-5 / 180 ,725,182,19,0.7667,temple,2003
Dustin Salisbery," McCaskey (Lancaster, PA)  ", SG , 6-5 / 220 ,770,191,20,0.7667,temple,2003
Vincent Camper," Oxford (Oxford, MS)  ", PG , 6-2 / 190 ,243,46,4,0.8444,tulane,2003
Dan Fitzgerald," St Thomas Academy (Saint Paul, MN)  ", SF , 6-7 / 175 ,277,61,5,0.8111,tulane,2003
Troy Aaron," St Louis Catholic (Lake Charles, LA)  ", PG , 6-1 / 175 ,298,56,6,0.8111,tulane,2003
Chris Moore," Maine Central Institute (Pittsfield, ME)  ", SG , 6-5 / 175 ,319,73,6,0.8111,tulane,2003
Kory Castine," Archbishop Shaw (Marrero, LA)  ", PF , 6-8 / 235 ,767,204,11,0.7667,tulane,2003
Guilherme Teichmann," South Plains College (Levelland, TX)  ", SF , 6-8 / 210 ,8,1,2,0.8556,tulsa,2003
Oswaldo Gonzalez," Jacksonville (Jacksonville, TX)  ", PF , 6-9 / 230 ,179,42,15,0.8556,tulsa,2003
Kenneth Kelley," Carter-Riverside (Fort Worth, TX)  ", SG , 6-1 / 185 ,303,67,27,0.8111,tulsa,2003
Luke Dobbins," Northeastern Oklahoma A&M (Miami, OK)  ", PG , 6-1 / 186 ,105,20,5,0.8111,tulsa,2003
Brian Cardwell," Sapulpa (Sapulpa, OK)  ", C , 6-10 / 215 ,658,70,6,0.7667,tulsa,2003
Charles Ramsdell," Kingfisher (Kingfisher, OK)  ", PF , 6-9 / 215 ,663,174,7,0.7667,tulsa,2003
Brett McDade," Ryan (Denton, TX)  ", PG , 5-11 / 160 ,776,151,72,0.7667,tulsa,2003
Kingsley Edwards," Monroe College (New Rochelle, NY)  ", PG , 6-0 / 175 ,85,14,4,0.8111,central-florida,2003
Gary Johnson," Schoolcraft (Schoolcraft, MI)  ", PG , 6-2 / 175 ,374,72,17,0.8111,central-florida,2003
Marcus Avant," Northwest Mississippi C.C. (Senatobia, MS)  ", PF , 6-7 / 200 ,111,38,1,0.7667,central-florida,2003
Calvin Walls," Patrick Henry (Ashland, VA)  ", SF , 6-8 / 210 ,143,33,7,0.8556,wichita-state,2003
Prince Couisnard," Yates (Houston, TX)  ", SG , 6-3 / 175 ,487,114,45,0.7667,wichita-state,2003
Zach Green," Community Christian School (Norman, OK)  ", C , 6-10 / 215 ,NA,NA,NA,NA,wichita-state,2003
Adam Liberty," John Marshall (Oklahoma City, OK)  ", PG , 6-2 / 180 ,NA,NA,NA,NA,wichita-state,2003
Kenny Grant," Long Beach (Long Beach, NY)  ", PG , 6-1 / 175 ,520,100,30,0.7667,davidson,2003
Nick Stafford," Worcester Academy (Worcester, MA)  ", PF , 6-8 / 190 ,312,76,19,0.8111,dayton,2003
Chris Spears," Centerville (Dayton, OH)  ", SG , 6-2 / 170 ,554,138,17,0.7667,dayton,2003
Jon Kingston," Grandview Heights (Columbus, OH)  ", PF , 6-9 / 238 ,718,185,27,0.7667,dayton,2003
Martin Osimani," Miami Dade College (Miami, FL)  ", PG , 6-3 / 205 ,9,2,3,0.8556,duquesne,2003
Ryan Tricco," Mesa C.C. (Mesa, AZ)  ", SG , 6-3 / 195 ,117,26,5,0.7667,duquesne,2003
Sean McKeon," Phoenixville Area (Phoenixville, PA)  ", PF , 6-9 / 220 ,593,158,10,0.7667,duquesne,2003
Jack Higgins," Schenley (Pittsburgh, PA)  ", SG , 6-6 / 180 ,599,150,12,0.7667,duquesne,2003
Kieron Achara," Maine Central Institute (Pittsfield, ME)  ", C , 6-10 / 215 ,664,72,13,0.7667,duquesne,2003
Derrick Breland," Hutchinson C.C. (Hutchinson, KS)  ", PG , 5-10 / 183 ,78,13,20,0.8111,fordham,2003
Dominick Osei," Abraham Lincoln (Brooklyn, NY)  ", SG , 6-3 / 215 ,662,168,32,0.7667,fordham,2003
Jesus Urbina," Amelia Academy (Amelia Court House, VA)  ", PF , 6-8 / 230 ,184,43,10,0.8556,george-mason,2003
Kevin Mickens," Allegany (Cumberland, MD)  ", PF , 6-9 / 225 ,316,77,11,0.8111,george-mason,2003
Makan Konate," Worcester Academy (Worcester, MA)  ", PF , 6-8 / 185 ,625,167,28,0.7667,george-mason,2003
Gabe Norwood," State College Area (State College, PA)  ", SG , 6-5 / 185 ,641,159,15,0.7667,george-mason,2003
Tony Skinn," Hagerstown C.C. (Hagerstown, MD)  ", PG , 6-0 / 180 ,139,29,1,0.7667,george-mason,2003
Terry Reynolds," Oak Hill Academy (Mouth Of Wilson, VA)  ", PG , 5-9 / 170 ,702,135,37,0.7667,george-mason,2003
J.R. Pinnock," Coastal Christian Academy (Virginia Beach, VA)  ", SG , 6-5 / 200 ,174,38,9,0.8556,george-washington,2003
Carl Elliott," Worcester Academy (Worcester, MA)  ", PG , 6-3 / 185 ,194,35,10,0.8556,george-washington,2003
Ricky Lucas," Herndon (Herndon, VA)  ", SG , 6-5 / 188 ,235,53,15,0.8444,george-washington,2003
Jaaron Greene," Mount Zion Christian Academy (Durham, NC)  ", C , 6-10 / 265 ,294,40,12,0.8111,george-washington,2003
Rock Battistoni," Salisbury School (Salisbury, CT)  ", PF , 6-8 / 230 ,550,143,13,0.7667,george-washington,2003
Lafonte Johnson," Dunbar (Baltimore, MD)  ", PG , 5-10 / 175 ,615,117,22,0.7667,george-washington,2003
Scott Hazelton," Somerville (Somerville, MA)  ", PF , 6-8 / 210 ,459,122,22,0.7667,rhode-island,2003
Randy Brooks," Kilgore (Kilgore, TX)  ", SG , 6-4 / 200 ,521,127,51,0.7667,rhode-island,2003
J.R. Moore," Worcester Academy (Worcester, MA)  ", C , 6-9 / 245 ,787,82,32,0.7667,rhode-island,2003
Daon Merritt," St. Raymond For Boys (Bronx, NY)  ", PG , 5-10 / 180 ,114,19,8,0.8932,richmond,2003
Andres Sandoval," The Winchendon School (Winchendon, MA)  ", SG , 6-4 / 185 ,267,57,17,0.8444,richmond,2003
Peter Thomas," Buffalo Island Central (Monette, AR)  ", SG , 6-5 / 210 ,409,87,3,0.7667,richmond,2003
Gaston Moliva," Ryan Academy Of Norfolk (Norfolk, VA)  ", PF , 6-7 / 235 ,800,213,41,0.7667,richmond,2003
Robert Ferguson," Mariner (Cape Coral, FL)  ", PF , 6-8 / 230 ,695,181,27,0.7667,saint-josephs,2003
Artur Surov," Memorial Day School (Savannah, GA)  ", C , 7-0 / 285 ,715,78,22,0.7667,saint-josephs,2003
Arvydas Lidzius," Montrose Christian School (Rockville, MD)  ", PF , 6-9 / 205 ,745,196,28,0.7667,saint-josephs,2003
Brandon Morris," Iowa Western C.C. (Council Bluffs, IA)  ", PG , 6-0 / 180 ,29,4,2,0.8556,saint-louis,2003
Darren Clarke," Hopkins  (Hopkins, MN)    ", SG , 6-4 / 200 ,276,62,4,0.8111,saint-louis,2003
Tom Frericks," Chipola College (Marianna, FL)  ", C , 6-9 / 250 ,84,8,6,0.8111,saint-louis,2003
Reggie Bryant," Baltimore City College (Baltimore, MD)  ", SG , 6-2 / 185 ,672,170,27,0.7667,saint-louis,2003
Bryce Husak," Mount Vernon (Mount Vernon, IA)  ", C , 7-1 / 250 ,710,77,11,0.7667,saint-louis,2003
Yankuba Camara," Moberly Area Community College (Kirksville, MO)  ", C , 6-11 / 265 ,77,7,4,0.8111,saint-bonaventure,2003
Andy Smith," Kerr-vance Academy (Henderson, NC)  ", SF , 6-6 / 205 ,483,99,20,0.7667,saint-bonaventure,2003
Art Bowers," St Benedict's Preparatory School (Newark, NJ)  ", SG , 6-4 / 190 ,91,16,8,0.9604,massachusetts,2003
Lawrence Carrier," Salisbury School (Salisbury, CT)  ", SF , 6-8 / 225 ,238,53,2,0.8444,massachusetts,2003
Maurice Maxwell," St Stephens Lutheran Academy (Zelienople, PA)  ", SG , 6-5 / 180 ,308,69,5,0.8111,massachusetts,2003
Chris Chadwick," Union (Union, NJ)  ", PG , 6-2 / 195 ,360,67,21,0.8111,massachusetts,2003
Alexander Harper," Palm Beach Central (West Palm Beach, FL)  ", PG , 6-3 / 190 ,376,73,15,0.8111,virginia-commonwealth,2003
Jesse Pellot-Rosa," George Wythe (Richmond, VA)  ", SG , 6-4 / 180 ,412,89,23,0.7667,virginia-commonwealth,2003
Drew Johnson," Southeast Raleigh (Raleigh, NC)  ", SG , 6-4 / 205 ,726,183,27,0.7667,virginia-commonwealth,2003
Jure Lozancic," Olney Central College (Olney, IL)  ", C , 6-11 / 238 ,63,6,6,0.8111,jacksonville,2003
Woury Diallo," Trinity Valley C.C. (Athens, TX)  ", SF , 6-4 / 180 ,70,12,10,0.8111,jacksonville,2003
Leo Lightbourne," Marshalltown (Marshalltown, IA)  ", PF , 6-6 / 190 ,364,92,2,0.8111,liberty,2003
David Dees," Dayton Christian School (Miamisburg, OH)  ", SG , 6-5 / 200 ,491,117,13,0.7667,liberty,2003
Mike Battle," Southern Md Christian Academy (White Plains, MD)  ", SG , 6-4 / 205 ,647,163,26,0.7667,liberty,2003
Larry Blair," Camden Military Academy (Camden, SC)  ", SG , 6-0 / 167 ,8,1,1,0.7667,liberty,2003
James Odoms," Walton (Marietta, GA)  ", SF , 6-5 / 205 ,166,38,8,0.8556,mercer,2003
Raphael Desroses," Garden City C.C.  (Garden City, KS)  ", SF , 6-7 / 215 ,62,11,16,0.8111,stetson,2003
Gabe McMillen," Indian Rocks Christian School (Largo, FL)  ", PG , 6-0 / 170 ,574,109,22,0.7667,stetson,2003
Brian Bocock," Turner Ashby (Bridgewater, VA)  ", PG , 6-0 / 165 ,629,122,33,0.7667,stetson,2003
Nick Brooks," Robinson (Robinson, IL)  ", SF , 6-5 / 205 ,117,25,6,0.8920,butler,2003
Brandon Crone," Frankfort Senior (Frankfort, IN)  ", SF , 6-6 / 210 ,794,150,17,0.7667,butler,2003
Brian Ligon," Lakewood (Saint Petersburg, FL)  ", PF , 6-7 / 235 ,808,215,33,0.7667,butler,2003
Jamie Smalligan," East Grand Rapids (Grand Rapids, MI)  ", C , 6-11 / 215 ,819,84,34,0.7667,butler,2003
Wesley Green," Eustis (Eustis, FL)  ", C , 6-9 / 260 ,49,9,2,0.9791,depaul,2003
Sammy Mejia," The Storm King School (Cornwall On Hudson, NY)  ", SF , 6-6 / 195 ,89,20,7,0.9608,depaul,2003
Tyler Smith," Zion Lutheran Christian School Zion Developmenta (Deerfield Beach, FL)  ", PG , 6-2 / 195 ,104,17,5,0.9050,depaul,2003
Lorenzo Thompson," Crane Technical Prep (Chicago, IL)  ", PF , 6-7 / 230 ,120,30,7,0.8912,depaul,2003
Marcus Heard," Springfield Southeast Sch (Springfield, IL)  ", SF , 6-6 / 205 ,262,59,14,0.8444,depaul,2003
Matt Causey," Berkmar (Lilburn, GA)  ", PG , 5-11 / 170 ,64,11,3,0.9711,georgetown,2003
Rayshawn Reed," Inglewood (Inglewood, CA)  ", PG , 6-0 / 155 ,285,53,29,0.8111,georgetown,2003
Sead Dizdarevic," Futures (North Highlands, CA)  ", PF , 6-8 / 220 ,531,135,44,0.7667,georgetown,2003
Dameon Mason," West Aurora (Aurora, IL)  ", SF , 6-4 / 183 ,36,10,3,0.9849,marquette,2003
Brandon Bell," Southwestern Commencement Academy (Flint, MI)  ", PG , 5-11 / 180 ,121,21,6,0.8910,marquette,2003
Marcus Jackson," South Plains College (Levelland, TX)  ", PF , 6-8 / 240 ,54,20,7,0.8444,marquette,2003
Carlton Christian," Evans (Orlando, FL)  ", SG , 6-5 / 180 ,823,205,34,0.7667,marquette,2003
Dwight Brewington," Worcester Academy (Worcester, MA)  ", PG , 6-5 / 195 ,50,7,4,0.9791,providence,2003
Gerald Brown," Institute Of Notre Dame (Baltimore, MD)  ", SG , 6-4 / 185 ,99,20,5,0.9289,providence,2003
Jeffrey Parmer," Niagara Falls (Niagara Falls, NY)  ", PF , 6-7 / 226 ,280,68,21,0.8111,providence,2003
Jamar Nutter," Bloomfield (Bloomfield, NJ)  ", PG , 6-2 / 191 ,127,24,9,0.8896,seton-hall,2003
Grant Billmeier," Central (Pennington, NJ)  ", C , 6-10 / 235 ,131,23,10,0.8884,seton-hall,2003
Mani Messy," Cottage Grove (Cottage Grove, OR)  ", SF , 6-7 / 220 ,219,48,2,0.8444,seton-hall,2003
Lamont Hamilton," Bridgton Academy (Bridgton, ME)  ", C , 6-9 / 225 ,98,18,3,0.9319,saint-johns,2003
Ryan Williams," Monroe College (New Rochelle, NY)  ", SF , 6-5 / 220 ,11,2,1,0.8556,saint-johns,2003
Anthony Ighodaro," Moberly Area Community College (Kirksville, MO)  ", PF , 6-7 / 210 ,56,21,3,0.8444,saint-johns,2003
Tyler Jones," Heritage Christian Academy (Rockwall, TX)  ", PF , 6-9 / 210 ,305,74,28,0.8111,saint-johns,2003
Michael Nardi," St. Patrick (Elizabeth, NJ)  ", PG , 6-2 / 162 ,66,12,6,0.9705,villanova,2003
Will Sheridan Jr.," Sanford School (Hockessin, DE)  ", PF , 6-8 / 240 ,97,25,1,0.9386,villanova,2003
Justin Cage," Pike (Indianapolis, IN)  ", SF , 6-5 / 200 ,81,18,2,0.9641,xavier,2003
John Manley," Minnetonka Senior (Minnetonka, MN)  ", SF , 6-7 / 215 ,369,78,8,0.8111,cal-poly,2003
Tyler McGinn," Mesquite (Gilbert, AZ)  ", SF , 6-7 / 195 ,370,79,6,0.8111,cal-poly,2003
Kameron Gray," Chabot College (Hayward, CA)  ", PG , 6-1 / 170 ,118,23,12,0.7667,cal-poly,2003
Nick Enzweiller," Campolindo (Moraga, CA)  ", SF , 6-7 / 220 ,696,132,55,0.7667,cal-poly,2003
Zack Thurow," South Senior (Minneapolis, MN)  ", PF , 6-9 / 250 ,737,192,11,0.7667,cal-poly,2003
David Warsaw," El Camino College (Torrance, CA)  ", PG , 6-1 / 185 ,147,32,24,0.7667,cal-state-fullerton,2003
Hardy Asprilla," College of the Sequoias (Visalia, CA)  ", SF , 6-5 / 220 ,152,25,27,0.7667,cal-state-fullerton,2003
Eto Onyenegecha," Richmond (Richmond, CA)  ", SF , 6-6 / 210 ,187,44,15,0.8556,cal-state-northridge,2003
Austin Waggener," Culver City (Culver City, CA)  ", PF , 6-9 / 235 ,609,163,50,0.7667,cal-state-northridge,2003
Davin White," Chandler (Chandler, AZ)  ", PG , 6-1 / 175 ,676,128,11,0.7667,cal-state-northridge,2003
Jeff Blackett," Salt Lake Community College (Salt Lake City, UT)  ", SF , 6-7 / 210 ,51,9,2,0.8444,hawaii,2003
Bobby Nash III," Iolani School (Honolulu, HI)  ", SF , 6-5 / 190 ,245,55,1,0.8444,hawaii,2003
Julian Sensley," Los Angeles Conservation Corps Charter (Los Angeles, CA)  ", PF , 6-8 / 230 ,270,66,25,0.8333,hawaii,2003
Jake Sottos," Southeastern Community College (West Burlington, IA)  ", SG , 6-3 / 170 ,87,19,6,0.8111,hawaii,2003
Logan Lee," South Plains College (Levelland, TX)  ", SG , 6-2 / 170 ,155,35,21,0.7667,hawaii,2003
Travon Free," Compton Dominguez (Compton, CA)  ", PF , 6-6 / 225 ,296,72,30,0.8111,long-beach-state,2003
Anthony Coleman," Carson (Carson, CA)  ", C , 6-10 / 215 ,442,54,38,0.7667,long-beach-state,2003
Shawn Hawkins," Columbus Academy (Columbus, OH)  ", PF , 6-6 / 220 ,509,131,15,0.7667,long-beach-state,2003
Kevin Houston," San Gorgonio (San Bernardino, CA)  ", PG , 6-0 / 160 ,810,157,60,0.7667,long-beach-state,2003
Jim Paullin," Battle Ground (Battle Ground, WA)  ", C , 7-0 / 205 ,534,59,11,0.7667,uc-irvine,2003
Mark Hill," Bishop Gorman (Las Vegas, NV)  ", SF , 6-5 / 210 ,769,146,3,0.7667,uc-irvine,2003
Chris Devine," Chugiak (Chugiak, AK)  ", PF , 6-7 / 210 ,463,124,2,0.7667,uc-santa-barbara,2003
Joe See," Santa Barbara (Santa Barbara, CA)  ", PG , 5-11 / 180 ,528,103,43,0.7667,uc-santa-barbara,2003
Cameron Goettsche," Salt Lake Community College (Salt Lake City, UT)  ", PF , 6-9 / 210 ,122,41,5,0.7667,uc-santa-barbara,2003
Martin Iti," Mount Zion Christian Academy (Durham, NC)  ", C , 6-11 / 230 ,33,6,3,0.9865,charlotte,2003
C.J. Pigford," Lon Morris College (Jacksonville, TX)  ", PF , 6-6 / 230 ,16,7,4,0.8556,charlotte,2003
Dedric Spooner," Colby C.C. (Colby, KS)  ", PF , 6-8 / 235 ,48,18,14,0.8444,charlotte,2003
Marcus Bennett," Schoolcraft (Schoolcraft, MI)  ", PG , 6-2 / 185 ,233,44,13,0.8444,charlotte,2003
Kitis Witherspoon," Seminole (Seminole, FL)  ", PF , 6-7 / 245 ,413,106,18,0.7667,florida-international,2003
Raphael DaSilva," Life Center Academy (Burlington, NJ)  ", SF , 6-6 / 205 ,614,116,31,0.7667,florida-international,2003
Michael Bell," Palm Beach State College (Lake Worth, FL)  ", PF , 6-9 / 220 ,6,3,2,0.8667,florida-atlantic,2003
Pierre Tucker," Dunbar (Baltimore, MD)  ", SG , 6-5 / 220 ,349,80,12,0.8111,florida-atlantic,2003
Darren Dickerson," Southeastern (Augusta, IL)  ", PG , 5-10 / 180 ,362,68,19,0.8111,florida-atlantic,2003
Paul Millsap," Lincoln Preparatory (Grambling, LA)    ", PF , 6-7 / 215 ,122,31,2,0.8908,louisiana-tech,2003
Fred Marshall," Coffeyville C.C. (Coffeyville, KS)  ", SG , 6-2 / 180 ,20,3,4,0.8556,louisiana-tech,2003
Donell Allick," Seward County C.C. (Liberal, KS)  ", SG , 6-3 / 200 ,34,8,9,0.8556,louisiana-tech,2003
Solomon Brown," Fullerton College (Fullerton, CA)  ", PG , 6-1 / 175 ,37,6,4,0.8556,louisiana-tech,2003
JueMichael Young," Chipola College (Marianna, FL)  ", SG , 6-3 / 200 ,61,14,5,0.8111,louisiana-tech,2003
Tre Whitted," Emsley A Laney (Wilmington, NC)  ", SG , 6-4 / 185 ,797,199,32,0.7667,marshall,2003
Michael Cuffee," Neosho Christian Schools (Neosho, MO)  ", SF , 6-4 / 200 ,140,32,2,0.8556,middle-tennessee-state,2003
Kenyona Swader," Smyrna (Smyrna, TN)  ", SF , 6-7 / 180 ,326,69,3,0.8111,middle-tennessee-state,2003
Keith Christmas," Middle Tennessee Christian School (Murfreesboro, TN)  ", PF , 6-6 / 225 ,437,115,6,0.7667,middle-tennessee-state,2003
Montrelle Crittendon," Dyer County (Newbern, TN)  ", SG , 6-3 / 180 ,443,95,7,0.7667,middle-tennessee-state,2003
Imoniche Akhibi," Kennedy (Chicago, IL)  ", SF , 6-5 / 215 ,553,107,33,0.7667,middle-tennessee-state,2003
Bryan Smithson," North Cobb (Kennesaw, GA)  ", PG , 5-11 / 170 ,612,116,18,0.7667,middle-tennessee-state,2003
Ben Britt," Red Bank (Chattanooga, TN)  ", SG , 6-4 / 185 ,640,158,11,0.7667,middle-tennessee-state,2003
Mike Dean," Middle Tennessee Christian School (Murfreesboro, TN)  ", SG , 6-2 / 170 ,674,171,12,0.7667,middle-tennessee-state,2003
Darrio Scott," Middle Tennessee Christian School (Murfreesboro, TN)  ", SF , 6-6 / 223 ,684,130,13,0.7667,middle-tennessee-state,2003
Marqus Mitchell," State Fair C.C. (Sedalia, MO)  ", PG , 5-11 / 185 ,13,3,1,0.8556,north-texas,2003
Mark Wilson," Highland Community College (Freeport, IL)  ", SF , 6-3 / 210 ,21,6,2,0.8556,north-texas,2003
Mike Jones," Lancaster (Lancaster, TX)  ", SF , 6-7 / 208 ,512,103,48,0.7667,north-texas,2003
Calvin Watson," Madison (Houston, TX)  ", SG , 6-4 / 198 ,698,176,66,0.7667,north-texas,2003
Arnaud Dahi," Life Center Academy (Burlington, NJ)  ", PF , 6-7 / 220 ,239,56,15,0.8444,old-dominion,2003
Abdi Lidonde," St Andrews School (Barrington, RI)  ", SG , 6-3 / 190 ,314,71,2,0.8111,old-dominion,2003
Valdas Vasylius," Norfolk Collegiate School (Norfolk, VA)  ", PF , 6-7 / 215 ,637,170,35,0.7667,old-dominion,2003
Morris Almond," McEachern (Powder Springs, GA)  ", SF , 6-5 / 210 ,237,52,10,0.8444,rice,2003
Lorenzo Williams," Ellison (Killeen, TX)  ", PG , 6-1 / 165 ,388,77,38,0.8000,rice,2003
Greg Killings," Northwestern (Miami, FL)  ", C , 6-10 / 220 ,400,49,17,0.8000,rice,2003
Jason Okrzesik," Fenwick (Oak Park, IL)  ", PG , 6-1 / 170 ,603,115,36,0.7667,rice,2003
J.R. Pittman," Tyler J.C.  (Tyler, TX)  ", PF , 6-6 / 210 ,102,35,15,0.8111,southern-mississippi,2003
Chris Johnson," West Bolivar Dist (Rosedale, MS)  ", PG , 6-1 / 165 ,597,114,7,0.7667,southern-mississippi,2003
Brannon Hayes," Lee (Houston, TX)  ", PF , 6-9 / 210 ,653,172,61,0.7667,southern-mississippi,2003
Rudy Mauricette," Lee College (Baytown, TX)  ", C , 6-11 / 230 ,148,13,20,0.7667,southern-mississippi,2003
Raphael Posey," Topeka (Topeka, KS)  ", SG , 6-2 / 200 ,328,75,2,0.8111,utsa,2003
